cve_id,asset,cvss_score,epss_score,in_kev,risk_description
CVE-2024-20678,Windows 10 Pro,8.8,0.07084,False,CVE CVE-2024-20678 affects Windows 10 Pro. EPSS score 0.0708 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21351,Windows Server 2022,7.5,0.06959,False,CVE CVE-2025-21351 affects Windows Server 2022. EPSS score 0.0696 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21351,Windows 10 Pro,7.5,0.06959,False,CVE CVE-2025-21351 affects Windows 10 Pro. EPSS score 0.0696 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38067,Windows Server 2022,7.5,0.06834,False,CVE CVE-2024-38067 affects Windows Server 2022. EPSS score 0.0683 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-26211,Windows Server 2022,7.8,0.06806,False,CVE CVE-2024-26211 affects Windows Server 2022. EPSS score 0.0681 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-26211,Windows 10 Pro,7.8,0.06806,False,CVE CVE-2024-26211 affects Windows 10 Pro. EPSS score 0.0681 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38141,Windows Server 2022,7.8,0.06806,False,CVE CVE-2024-38141 affects Windows Server 2022. EPSS score 0.0681 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38141,Windows 10 Pro,7.8,0.06806,False,CVE CVE-2024-38141 affects Windows 10 Pro. EPSS score 0.0681 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38150,Windows Server 2022,7.8,0.06806,False,CVE CVE-2024-38150 affects Windows Server 2022. EPSS score 0.0681 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38150,Windows 10 Pro,7.8,0.06806,False,CVE CVE-2024-38150 affects Windows 10 Pro. EPSS score 0.0681 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21276,Windows Server 2022,7.5,0.06777,False,CVE CVE-2025-21276 affects Windows Server 2022. EPSS score 0.0678 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21276,Windows 10 Pro,7.5,0.06777,False,CVE CVE-2025-21276 affects Windows 10 Pro. EPSS score 0.0678 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38104,Windows Server 2022,8.8,0.06746,False,CVE CVE-2024-38104 affects Windows Server 2022. EPSS score 0.0675 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38104,Windows 10 Pro,8.8,0.06746,False,CVE CVE-2024-38104 affects Windows 10 Pro. EPSS score 0.0675 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49080,Windows Server 2022,8.8,0.06658,False,CVE CVE-2024-49080 affects Windows Server 2022. EPSS score 0.0666 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49080,Windows 10 Pro,8.8,0.06658,False,CVE CVE-2024-49080 affects Windows 10 Pro. EPSS score 0.0666 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-20661,Windows Server 2022,7.5,0.06652,False,CVE CVE-2024-20661 affects Windows Server 2022. EPSS score 0.0665 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-20661,Windows 10 Pro,7.5,0.06652,False,CVE CVE-2024-20661 affects Windows 10 Pro. EPSS score 0.0665 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-12381,Google Chrome,8.8,0.06626,False,CVE CVE-2024-12381 affects Google Chrome. EPSS score 0.0663 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43567,Windows Server 2022,7.5,0.06574,False,CVE CVE-2024-43567 affects Windows Server 2022. EPSS score 0.0657 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43575,Windows Server 2022,7.5,0.06574,False,CVE CVE-2024-43575 affects Windows Server 2022. EPSS score 0.0657 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-9954,Google Chrome,8.8,0.06537,False,CVE CVE-2024-9954 affects Google Chrome. EPSS score 0.0654 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38180,Windows Server 2022,8.8,0.06536,False,CVE CVE-2024-38180 affects Windows Server 2022. EPSS score 0.0654 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38180,Windows 10 Pro,8.8,0.06536,False,CVE CVE-2024-38180 affects Windows 10 Pro. EPSS score 0.0654 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-26254,Windows Server 2022,7.5,0.0653,False,CVE CVE-2024-26254 affects Windows Server 2022. EPSS score 0.0653 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-26254,Windows 10 Pro,7.5,0.0653,False,CVE CVE-2024-26254 affects Windows 10 Pro. EPSS score 0.0653 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-4058,Google Chrome,8.8,0.06526,False,CVE CVE-2024-4058 affects Google Chrome. EPSS score 0.0653 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38073,Windows Server 2022,7.5,0.06449,False,CVE CVE-2024-38073 affects Windows Server 2022. EPSS score 0.0645 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-20363,Cisco IOS XE,9.0,0.06444,False,CVE CVE-2025-20363 affects Cisco IOS XE. EPSS score 0.0644 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-26195,Windows Server 2022,7.2,0.06406,False,CVE CVE-2024-26195 affects Windows Server 2022. EPSS score 0.0641 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-26202,Windows Server 2022,7.2,0.06406,False,CVE CVE-2024-26202 affects Windows Server 2022. EPSS score 0.0641 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43592,Windows Server 2022,8.8,0.06354,False,CVE CVE-2024-43592 affects Windows Server 2022. EPSS score 0.0635 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43593,Windows Server 2022,8.8,0.06354,False,CVE CVE-2024-43593 affects Windows Server 2022. EPSS score 0.0635 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-21407,Windows Server 2022,8.1,0.06337,False,CVE CVE-2024-21407 affects Windows Server 2022. EPSS score 0.0634 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-21407,Windows 10 Pro,8.1,0.06337,False,CVE CVE-2024-21407 affects Windows 10 Pro. EPSS score 0.0634 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-29968,Windows Server 2022,6.5,0.06314,False,CVE CVE-2025-29968 affects Windows Server 2022. EPSS score 0.0631 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38120,Windows Server 2022,8.8,0.06256,False,CVE CVE-2024-38120 affects Windows Server 2022. EPSS score 0.0626 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-5830,Google Chrome,8.8,0.06188,False,CVE CVE-2024-5830 affects Google Chrome. EPSS score 0.0619 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-29995,Windows Server 2022,8.1,0.06141,False,CVE CVE-2024-29995 affects Windows Server 2022. EPSS score 0.0614 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-29995,Windows 10 Pro,8.1,0.06141,False,CVE CVE-2024-29995 affects Windows 10 Pro. EPSS score 0.0614 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-3159,Google Chrome,8.8,0.06128,False,CVE CVE-2024-3159 affects Google Chrome. EPSS score 0.0613 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21339,Windows Server 2022,8.8,0.06103,False,CVE CVE-2025-21339 affects Windows Server 2022. EPSS score 0.0610 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21339,Windows 10 Pro,8.8,0.06103,False,CVE CVE-2025-21339 affects Windows 10 Pro. EPSS score 0.0610 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21409,Windows Server 2022,8.8,0.06103,False,CVE CVE-2025-21409 affects Windows Server 2022. EPSS score 0.0610 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21409,Windows 10 Pro,8.8,0.06103,False,CVE CVE-2025-21409 affects Windows 10 Pro. EPSS score 0.0610 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21411,Windows Server 2022,8.8,0.06103,False,CVE CVE-2025-21411 affects Windows Server 2022. EPSS score 0.0610 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21411,Windows 10 Pro,8.8,0.06103,False,CVE CVE-2025-21411 affects Windows 10 Pro. EPSS score 0.0610 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21413,Windows Server 2022,8.8,0.06103,False,CVE CVE-2025-21413 affects Windows Server 2022. EPSS score 0.0610 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21413,Windows 10 Pro,8.8,0.06103,False,CVE CVE-2025-21413 affects Windows 10 Pro. EPSS score 0.0610 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21417,Windows Server 2022,8.8,0.06103,False,CVE CVE-2025-21417 affects Windows Server 2022. EPSS score 0.0610 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21417,Windows 10 Pro,8.8,0.06103,False,CVE CVE-2025-21417 affects Windows 10 Pro. EPSS score 0.0610 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38130,Windows Server 2022,8.8,0.05934,False,CVE CVE-2024-38130 affects Windows Server 2022. EPSS score 0.0593 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38130,Windows 10 Pro,8.8,0.05934,False,CVE CVE-2024-38130 affects Windows 10 Pro. EPSS score 0.0593 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-30081,Windows Server 2022,7.1,0.0591,False,CVE CVE-2024-30081 affects Windows Server 2022. EPSS score 0.0591 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-30081,Windows 10 Pro,7.1,0.0591,False,CVE CVE-2024-30081 affects Windows 10 Pro. EPSS score 0.0591 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-21312,Windows Server 2022,7.5,0.05878,False,CVE CVE-2024-21312 affects Windows Server 2022. EPSS score 0.0588 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-21312,Windows 10 Pro,7.5,0.05878,False,CVE CVE-2024-21312 affects Windows 10 Pro. EPSS score 0.0588 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49096,Windows Server 2022,7.5,0.05832,False,CVE CVE-2024-49096 affects Windows Server 2022. EPSS score 0.0583 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49096,Windows 10 Pro,7.5,0.05832,False,CVE CVE-2024-49096 affects Windows 10 Pro. EPSS score 0.0583 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38062,Windows Server 2022,7.8,0.057,False,CVE CVE-2024-38062 affects Windows Server 2022. EPSS score 0.0570 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38062,Windows 10 Pro,7.8,0.057,False,CVE CVE-2024-38062 affects Windows 10 Pro. EPSS score 0.0570 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-30077,Windows Server 2022,8.0,0.05619,False,CVE CVE-2024-30077 affects Windows Server 2022. EPSS score 0.0562 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-30077,Windows 10 Pro,8.0,0.05619,False,CVE CVE-2024-30077 affects Windows 10 Pro. EPSS score 0.0562 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-33056,Windows Server 2022,7.5,0.05565,False,CVE CVE-2025-33056 affects Windows Server 2022. EPSS score 0.0556 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-33056,Windows 10 Pro,7.5,0.05565,False,CVE CVE-2025-33056 affects Windows 10 Pro. EPSS score 0.0556 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-47987,Windows Server 2022,7.8,0.05535,False,CVE CVE-2025-47987 affects Windows Server 2022. EPSS score 0.0554 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-47987,Windows 10 Pro,7.8,0.05535,False,CVE CVE-2025-47987 affects Windows 10 Pro. EPSS score 0.0554 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-26197,Windows Server 2022,6.5,0.05531,False,CVE CVE-2024-26197 affects Windows Server 2022. EPSS score 0.0553 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38265,Windows Server 2022,8.8,0.05513,False,CVE CVE-2024-38265 affects Windows Server 2022. EPSS score 0.0551 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43453,Windows Server 2022,8.8,0.05505,False,CVE CVE-2024-43453 affects Windows Server 2022. EPSS score 0.0551 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49085,Windows Server 2022,8.8,0.05455,False,CVE CVE-2024-49085 affects Windows Server 2022. EPSS score 0.0546 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49104,Windows Server 2022,8.8,0.05455,False,CVE CVE-2024-49104 affects Windows Server 2022. EPSS score 0.0546 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49104,Windows 10 Pro,8.8,0.05455,False,CVE CVE-2024-49104 affects Windows 10 Pro. EPSS score 0.0546 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-30006,Windows Server 2022,8.8,0.05419,False,CVE CVE-2024-30006 affects Windows Server 2022. EPSS score 0.0542 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-30006,Windows 10 Pro,8.8,0.05419,False,CVE CVE-2024-30006 affects Windows 10 Pro. EPSS score 0.0542 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-12692,Google Chrome,8.8,0.05389,False,CVE CVE-2024-12692 affects Google Chrome. EPSS score 0.0539 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43623,Windows Server 2022,7.8,0.05353,False,CVE CVE-2024-43623 affects Windows Server 2022. EPSS score 0.0535 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43623,Windows 10 Pro,7.8,0.05353,False,CVE CVE-2024-43623 affects Windows 10 Pro. EPSS score 0.0535 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-21356,Windows Server 2022,6.5,0.0533,False,CVE CVE-2024-21356 affects Windows Server 2022. EPSS score 0.0533 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-21356,Windows 10 Pro,6.5,0.0533,False,CVE CVE-2024-21356 affects Windows 10 Pro. EPSS score 0.0533 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38147,Windows Server 2022,7.8,0.05171,False,CVE CVE-2024-38147 affects Windows Server 2022. EPSS score 0.0517 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38147,Windows 10 Pro,7.8,0.05171,False,CVE CVE-2024-38147 affects Windows 10 Pro. EPSS score 0.0517 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38031,Windows Server 2022,7.5,0.05152,False,CVE CVE-2024-38031 affects Windows Server 2022. EPSS score 0.0515 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38068,Windows Server 2022,7.5,0.05152,False,CVE CVE-2024-38068 affects Windows Server 2022. EPSS score 0.0515 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38068,Windows 10 Pro,7.5,0.05152,False,CVE CVE-2024-38068 affects Windows 10 Pro. EPSS score 0.0515 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43487,Windows 10 Pro,6.5,0.05122,False,CVE CVE-2024-43487 affects Windows 10 Pro. EPSS score 0.0512 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43581,Windows Server 2022,7.1,0.05105,False,CVE CVE-2024-43581 affects Windows Server 2022. EPSS score 0.0510 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43581,Windows 10 Pro,7.1,0.05105,False,CVE CVE-2024-43581 affects Windows 10 Pro. EPSS score 0.0510 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38140,Windows Server 2022,9.8,0.05043,False,CVE CVE-2024-38140 affects Windows Server 2022. EPSS score 0.0504 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38140,Windows 10 Pro,9.8,0.05043,False,CVE CVE-2024-38140 affects Windows 10 Pro. EPSS score 0.0504 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-20687,Windows Server 2022,7.5,0.04932,False,CVE CVE-2024-20687 affects Windows Server 2022. EPSS score 0.0493 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-20687,Windows 10 Pro,7.5,0.04932,False,CVE CVE-2024-20687 affects Windows 10 Pro. EPSS score 0.0493 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38029,Windows Server 2022,7.5,0.04922,False,CVE CVE-2024-38029 affects Windows Server 2022. EPSS score 0.0492 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43452,Windows Server 2022,7.5,0.04906,False,CVE CVE-2024-43452 affects Windows Server 2022. EPSS score 0.0491 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43452,Windows 10 Pro,7.5,0.04906,False,CVE CVE-2024-43452 affects Windows 10 Pro. EPSS score 0.0491 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-21348,Windows Server 2022,7.5,0.04885,False,CVE CVE-2024-21348 affects Windows Server 2022. EPSS score 0.0488 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-21348,Windows 10 Pro,7.5,0.04885,False,CVE CVE-2024-21348 affects Windows 10 Pro. EPSS score 0.0488 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43455,Windows Server 2022,8.8,0.04798,False,CVE CVE-2024-43455 affects Windows Server 2022. EPSS score 0.0480 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38128,Windows Server 2022,8.8,0.04783,False,CVE CVE-2024-38128 affects Windows Server 2022. EPSS score 0.0478 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-30009,Windows Server 2022,8.8,0.0478,False,CVE CVE-2024-30009 affects Windows Server 2022. EPSS score 0.0478 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-30009,Windows 10 Pro,8.8,0.0478,False,CVE CVE-2024-30009 affects Windows 10 Pro. EPSS score 0.0478 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38025,Windows Server 2022,7.2,0.04769,False,CVE CVE-2024-38025 affects Windows Server 2022. EPSS score 0.0477 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38025,Windows 10 Pro,7.2,0.04769,False,CVE CVE-2024-38025 affects Windows 10 Pro. EPSS score 0.0477 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38044,Windows Server 2022,7.2,0.04757,False,CVE CVE-2024-38044 affects Windows Server 2022. EPSS score 0.0476 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-3832,Google Chrome,8.8,0.04728,False,CVE CVE-2024-3832 affects Google Chrome. EPSS score 0.0473 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49019,Windows Server 2022,7.8,0.04703,False,CVE CVE-2024-49019 affects Windows Server 2022. EPSS score 0.0470 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-20664,Windows Server 2022,6.5,0.04684,False,CVE CVE-2024-20664 affects Windows Server 2022. EPSS score 0.0468 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-20664,Windows 10 Pro,6.5,0.04684,False,CVE CVE-2024-20664 affects Windows 10 Pro. EPSS score 0.0468 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-21314,Windows Server 2022,6.5,0.04684,False,CVE CVE-2024-21314 affects Windows Server 2022. EPSS score 0.0468 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-21314,Windows 10 Pro,6.5,0.04684,False,CVE CVE-2024-21314 affects Windows 10 Pro. EPSS score 0.0468 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-29958,Windows Server 2022,6.5,0.0464,False,CVE CVE-2025-29958 affects Windows Server 2022. EPSS score 0.0464 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-29958,Windows 10 Pro,6.5,0.0464,False,CVE CVE-2025-29958 affects Windows 10 Pro. EPSS score 0.0464 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-29959,Windows Server 2022,6.5,0.0464,False,CVE CVE-2025-29959 affects Windows Server 2022. EPSS score 0.0464 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-29959,Windows 10 Pro,6.5,0.0464,False,CVE CVE-2025-29959 affects Windows 10 Pro. EPSS score 0.0464 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-20188,Cisco IOS XE,10.0,0.04623,False,CVE CVE-2025-20188 affects Cisco IOS XE. EPSS score 0.0462 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38199,Windows Server 2022,9.8,0.04572,False,CVE CVE-2024-38199 affects Windows Server 2022. EPSS score 0.0457 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38199,Windows 10 Pro,9.8,0.04572,False,CVE CVE-2024-38199 affects Windows 10 Pro. EPSS score 0.0457 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38476,Apache HTTP Server,9.8,0.04554,False,CVE CVE-2024-38476 affects Apache HTTP Server. EPSS score 0.0455 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21204,Windows Server 2022,7.8,0.04402,False,CVE CVE-2025-21204 affects Windows Server 2022. EPSS score 0.0440 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21204,Windows 10 Pro,7.8,0.04402,False,CVE CVE-2025-21204 affects Windows 10 Pro. EPSS score 0.0440 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21377,Windows Server 2022,6.5,0.04378,False,CVE CVE-2025-21377 affects Windows Server 2022. EPSS score 0.0438 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21377,Windows 10 Pro,6.5,0.04378,False,CVE CVE-2025-21377 affects Windows 10 Pro. EPSS score 0.0438 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38257,Windows Server 2022,7.5,0.04334,False,CVE CVE-2024-38257 affects Windows Server 2022. EPSS score 0.0433 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38257,Windows 10 Pro,7.5,0.04334,False,CVE CVE-2024-38257 affects Windows 10 Pro. EPSS score 0.0433 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38085,Windows Server 2022,7.8,0.04328,False,CVE CVE-2024-38085 affects Windows Server 2022. EPSS score 0.0433 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38085,Windows 10 Pro,7.8,0.04328,False,CVE CVE-2024-38085 affects Windows 10 Pro. EPSS score 0.0433 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-30020,Windows Server 2022,8.1,0.04313,False,CVE CVE-2024-30020 affects Windows Server 2022. EPSS score 0.0431 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-30020,Windows 10 Pro,8.1,0.04313,False,CVE CVE-2024-30020 affects Windows 10 Pro. EPSS score 0.0431 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38143,Windows Server 2022,4.2,0.04298,False,CVE CVE-2024-38143 affects Windows Server 2022. EPSS score 0.0430 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38143,Windows 10 Pro,4.2,0.04298,False,CVE CVE-2024-38143 affects Windows 10 Pro. EPSS score 0.0430 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-26248,Windows Server 2022,7.5,0.04291,False,CVE CVE-2024-26248 affects Windows Server 2022. EPSS score 0.0429 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-26248,Windows 10 Pro,7.5,0.04291,False,CVE CVE-2024-26248 affects Windows 10 Pro. EPSS score 0.0429 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49102,Windows Server 2022,8.8,0.04197,False,CVE CVE-2024-49102 affects Windows Server 2022. EPSS score 0.0420 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49102,Windows 10 Pro,8.8,0.04197,False,CVE CVE-2024-49102 affects Windows 10 Pro. EPSS score 0.0420 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38212,Windows Server 2022,8.8,0.04164,False,CVE CVE-2024-38212 affects Windows Server 2022. EPSS score 0.0416 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43533,Windows Server 2022,8.8,0.04164,False,CVE CVE-2024-43533 affects Windows Server 2022. EPSS score 0.0416 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43549,Windows Server 2022,8.8,0.04164,False,CVE CVE-2024-43549 affects Windows Server 2022. EPSS score 0.0416 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43564,Windows Server 2022,8.8,0.04164,False,CVE CVE-2024-43564 affects Windows Server 2022. EPSS score 0.0416 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43607,Windows Server 2022,8.8,0.04164,False,CVE CVE-2024-43607 affects Windows Server 2022. EPSS score 0.0416 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43608,Windows Server 2022,8.8,0.04164,False,CVE CVE-2024-43608 affects Windows Server 2022. EPSS score 0.0416 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43589,Windows Server 2022,8.8,0.0413,False,CVE CVE-2024-43589 affects Windows Server 2022. EPSS score 0.0413 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43599,Windows Server 2022,8.8,0.0413,False,CVE CVE-2024-43599 affects Windows Server 2022. EPSS score 0.0413 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43599,Windows 10 Pro,8.8,0.0413,False,CVE CVE-2024-43599 affects Windows 10 Pro. EPSS score 0.0413 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49086,Windows Server 2022,8.8,0.04123,False,CVE CVE-2024-49086 affects Windows Server 2022. EPSS score 0.0412 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38239,Windows Server 2022,7.2,0.04068,False,CVE CVE-2024-38239 affects Windows Server 2022. EPSS score 0.0407 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38239,Windows 10 Pro,7.2,0.04068,False,CVE CVE-2024-38239 affects Windows 10 Pro. EPSS score 0.0407 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-30097,Windows Server 2022,8.8,0.04065,False,CVE CVE-2024-30097 affects Windows Server 2022. EPSS score 0.0406 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-30097,Windows 10 Pro,8.8,0.04065,False,CVE CVE-2024-30097 affects Windows 10 Pro. EPSS score 0.0406 indicates moderate exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38138,Windows Server 2022,7.5,0.04057,False,CVE CVE-2024-38138 affects Windows Server 2022. EPSS score 0.0406 indicates moderate exploitation probability. Not confirmed exploited in the wild.
